Study number,Study authors & year,Number of samples,Number of mislabeled samples,fraction fish mislabeled,Fraud map category,Sampling Area (where retail fish purchased),Country,Date of Study,repeat?,fish name (sortable),seafood type,Label,Actual. (Latin),Actual. (Common),Species group,Total. N (mislabeled),Point in supply chain,Amount of processing,Notes,Health Risk,Species Geographic Range,IUCN Conservation Status,Reference ,Publishing date,Type of study,Website,In fraud map?,Fraud Map ID#,In endnote?,Mislabeling (DNA verified),Potentially Farmed?,farmed n,Fraud/mislabeling?,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Fresh cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail (grocery/restaurant/market),,not sure if this counts as fraud - though probably not fresh,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Fresh cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail (grocery/restaurant/market),,not sure if this counts as fraud - though probably not fresh,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Fresh cod,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail (grocery/restaurant/market),,not sure if this counts as fraud - though probably not fresh,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Fresh cod,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,cod,cod,Cod,Urophycis spp.,Hake,hake,1,retail (grocery/restaurant/market),,"according to the FDA, one of the common names for Hake is cod",,,,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,flounder,Flounder,Flounder,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,flounder,Flounder,Flounder,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Scrod (haddock),Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail (grocery/restaurant/market),,,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Scrod haddock,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail (grocery/restaurant/market),,,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Scrod haddock,Gadus macrocephalus,Pacific cod (or Alaska cod),cod,1,retail (grocery/restaurant/market),,,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Haddock,Gadus morhua,Atlantic cod,cod,1,retail (grocery/restaurant/market),,,EC,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Scrod (haddock),Gadus morhua,Atlantic cod,cod,1,retail (grocery/restaurant/market),,"FDA: A. cod also known as scrod cod, different than scrod haddock",EC,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Haddock,Gadus spp.,Cod,cod,1,retail (grocery/restaurant/market),,,,,,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,haddock,haddock,Haddock,Melanogrammus aeglefinus,Haddock,haddock,1,retail (grocery/restaurant/market),,,,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,salmon,salmon,Salmon,Salmo spp./ Oncorhynchus spp. ,Salmon,salmon,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Lutjanus colorado,Colorado snapper,snapper,1,retail (grocery/restaurant/market),,In total. 87 of 183 of all samples were sold with the wrong species name - 48 percent,NT,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Lutjanus synagris,Lane snapper,snapper,1,retail (grocery/restaurant/market),,"not the same, but same genus",NT,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Pagrus major,Red seabream,seabream,1,retail (grocery/restaurant/market),,,,,LC,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Pagrus major,Red seabream,seabream,1,retail (grocery/restaurant/market),,,,,LC,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Pristipomoides filamentosus,Crimson jobfish,snapper/jobfish,1,retail (grocery/restaurant/market),,"FDA says ok to be called ""snapper"", but not the same genus",NT,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Pristipomoides filamentosus,Crimson jobfish,snapper/jobfish,1,retail (grocery/restaurant/market),,"FDA says ok to be called ""snapper"", but not the same genus",NT,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Serranus scriba,painted comber,comber,1,retail (grocery/restaurant/market),,,,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"snapper, Red",snapper,Red snapper,Oreochromis spp.,Tilapia,Tilapia,1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,sole,sole,Sole,Limanda ferruginea,yellowtail flounder,flounder,1,retail (grocery/restaurant/market),,,P+EC+AqD,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,sole,sole,Sole,Limanda ferruginea,yellowtail flounder,flounder,1,retail (grocery/restaurant/market),,,P+EC+AqD,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,sole,sole,Sole,Limanda ferruginea,yellowtail flounder,flounder,1,retail (grocery/restaurant/market),,,P+EC+AqD,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,sole,sole,Sole,Pleuronectes quadrituberculatus,Alaska plaice,plaice,1,retail (grocery/restaurant/market),,,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,sole,sole,Sole,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail (grocery/restaurant/market),,,EC+AqD,,,,2011,,,yes,,yes,,yes,1,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Hippoglossus hippoglossus,Atlantic halibut,halibut,1,retail (grocery/restaurant/market),,,P,,EN,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,Super white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, White",Tuna,White tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail (grocery/restaurant/market),,,M+H+P,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
15,Abelson 2011,,,,,"Boston, MA",USA,2011,,"Tuna, Yellowfin",Tuna,Yellowfin tuna,Thunnus maccoyii,southern bluefin tuna,tuna,1,retail (grocery/restaurant/market),,,M+H,,CR,,2011,,,yes,,yes,,,,,,,,,,,,,
17,Marko et al. 2011,55,9,0.16,0-25,"US 10 states: CA, AZ, TX,NC, SC, TN, LA, FL, MD, MA",USA,2011,,"toothfish, Patagonian","Bass, sea",Dissostichus eleginoides (Chile),Dissostichus mawsoni ,Antarctic toothfish,toothfish,1,retail,,"45 total. samples of Chilean seabass: 36 MSC labeled, 19 non MSC certified. ",M,,NE,"Marko, P. B., Nance, H. A., & Guynn, K. D. (2011). Genetic detection of mislabeled fish from a certified sustainable fishery. Curr Biol, 21(16), R621-622. doi: 10.1016/j.cub.2011.07.006",2011,Peer Reviewed Journal. Article,,yes,21,yes,,,,,,,,,,,,,
17,Marko et al. 2011,,,,,"US 10 states: CA, AZ, TX,NC, SC, TN, LA, FL, MD, MA",USA,2011,,"toothfish, Patagonian","Bass, sea",Dissostichus eleginoides (Chile),Hexagrammos (greenling),greenling,greenling,1,retail,,15% of MSC product not from certifed area,,,,,2011,,,yes,,yes,,,,,,,,,,,,,
17,Marko et al. 2011,,,,,"US 10 states: CA, AZ, TX,NC, SC, TN, LA, FL, MD, MA",USA,2011,,"toothfish, Patagonian","Bass, sea",Dissostichus eleginoides (Chile),Thunnus spp.,tuna,tuna,3,retail,,(8% or 3 of 36) of fish labeled as MSC-certified Chilean sea bass were actually other species,,,,,2011,,,yes,,yes,,,,,,,,,,,,,
17,Marko et al. 2011,,,,,"US 10 states: CA, AZ, TX,NC, SC, TN, LA, FL, MD, MA",USA,2011,,"toothfish, Patagonian","Bass, sea",Dissostichus eleginoides (Chile),Trachurus spp.,Jack Mackerel,mackerel  ,6,retail,,32% (6/19)non MSC labeld product mislabled,P+H,,,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,catfish,catfish,catfish,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",3,retail (grocery/restaurant),,"n = 3, 3/21 were sutchi",EC+AqD,,,,2011,,,yes,,yes,,yes,3,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,grouper,grouper,grouper,Lopholatilus chamaeleonticeps,tilefish,tilefish,1,retail (grocery/restaurant),,tilefish averages three times as much mercury as grouper,M,,EN,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,grouper,grouper,grouper,Not Specified,Alaska pollock,pollock,1,retail (grocery/restaurant),,,,,,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,halibut  ,halibut  ,Halibut,Paralichthys dentatus,summer flounder,flounder,1,retail (grocery/restaurant),,,P+EC,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"salmon, King",salmon,king salmon,Oncorhynchus kisutch,Coho salmon,salmon,2,retail (grocery/restaurant),,n = 2,P+EC,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"salmon, Sockeye",salmon,sockeye salmon,Oncorhynchus kisutch,Coho salmon,salmon,2,retail (grocery/restaurant),,n = 2,P+EC,,NE,,2011,,,yes,,yes,,yes,,,,,,,,,,,
18,Consumer Reports 2011,190,34,0.18,0-25,"NY, CT, NJ",USA,2011,,"snapper, Red",snapper,Red snapper,Rhomboplites aurorubens,Vermilion snapper,snapper,1,retail (grocery/restaurant),,34/190 total. were the wrong species,NT,,VU,"Consumer Reports (2011). Mystery fish: the label said red snapper, the lab said baloney. Consumer Reports.",2011,NGO Report,,yes,22,yes,yes,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"snapper, Red",snapper,Red snapper,Lutjanus synagris,Lane snapper,snapper,12,retail (grocery/restaurant),,"12/22 were not red snapper, but none of them could be identified as red snapper",NT,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"snapper, Red",snapper,Red snapper,Sebastes norvegicus,ocean perch,rockfish,1,retail (grocery/restaurant),,,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"sole, Grey",sole,Grey sole,Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",11,retail (grocery/restaurant),,"11/20 ""sole"" were not sole",EC+AqD,,,,2011,,,yes,,yes,,yes,11,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"sole, Lemon",sole,lemon sole,Paralichthys dentatus,summer flounder,flounder,3,retail (grocery/restaurant),,,P+EC,,LC,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"sole, Lemon",sole,lemon sole,Pseudopleuronectes americanus,blackback flounder,flounder,3,retail (grocery/restaurant),,"n = 3, but bought a total. of 10 ""lemon soles""",P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"sole, Lemon",sole,lemon sole,Reinhardtius hippoglossoides,Greenland halibut,halibut,1,retail (grocery/restaurant),,,P,,NE,,2011,,,yes,,yes,,,,,,,,,,,,,
18,Consumer Reports 2011,,,,,"NY, CT, NJ",USA,2011,,"Tuna, Yellowfin",Tuna,Yellowfin tuna,Thunnus obesus,bigeye tuna,tuna,1,retail (grocery/restaurant),,bigeye averages about twice the mercury concentration of yellowfin and albacore,M+H,,VU,,2011,,,yes,,yes,,,,,,,,,,,,,
19,US DOJ 2012b,,,,instance,Alaska,USA,2009-2010,,"salmon, King",salmon,king salmon,Oncorhynchus keta,chum salmon,salmon,1,retail,,"sold smoked salmon strips he claimed were from king and red salmon caught on the Yukon and Copper rivers. But according to court documents, DNA tests showed the fish strips were actually chum salmon, which is cheaper, lower quality and most often fed to dogs.",P+EC,,NE,"United States Department of Justice. (2012b) Nenana Man Convicted By Federal Trial Jury For Fraudulent Interstate Sales Of Salmon Strips. United States Attorney's Office: Alaska,, Retrieved from https://www.justice.gov/archive/usao/ak/news/2012/January_2012/Willis%20Scott%20Maxon_1-27-12.html.",2012,Government Report,,yes,16,yes,yes,,,,,,,,,,,,
20,Cline 2012,,,,,W.Washington State,USA,2009-2011,,"salmon, coho",salmon,coho slamon,Oncorhynchus keta,chum salmon,salmon,1,retail (grocery/restaurant),,,P+EC,,NE,,2012,,,yes,,,,,,,,,,,,,,,
20,Cline 2012,,,,,W.Washington State,USA,2009-2011,,"salmon, coho",salmon,coho slamon,Oncorhynchus tshawytscha,Chinook salmon,salmon,1,retail (grocery/restaurant),,,P+EC,,NE,,2012,,,yes,,,,yes,,,,,,,,,,,
20,Cline 2012,,,,,W.Washington State,USA,2009-2011,,"salmon, coho",salmon,coho slamon,Salmo salar,Atlantic Salmon,salmon,1,retail (grocery/restaurant),,,EC+AqD+P,,,,2012,,,yes,,yes,,yes,1,,,,,,,,,,
20,Cline 2012,99,20,0.2,0-25,W.Washington State,USA,2009-2011,,"salmon, King",salmon,King slamon,Salmo salar,Atlantic Salmon,salmon,8,retail (grocery/restaurant),,n=8,EC+AqD+P,,,"Cline, E. (2012). Marketplace substitution of Atlantic salmon for Pacific salmon in Washington State detected by DNA barcoding. Food Research International. Volume 45, Issue 1, January 2012, Pages 388–393",2012,Peer Reviewed Journal. Article,,yes,37,yes,yes,yes,8,,,,,,,,,,
20,Cline 2012,,,,,W.Washington State,USA,2009-2011,,"salmon, King",salmon,King slamon,Oncorhynchus keta,chum salmon,salmon,1,retail (grocery/restaurant),,"More than 38% of restaurant samples were mislabeled to species, while only 7% of store samples",P+EC,,NE,,2012,,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"were mislabeled. Market substitution rates were significantly greater in restaurants compared to stores,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"and consistently greater in winter compared to spring, although not significantly",,,,,,,,,,,,,,,,,,,,,,,
20,Cline 2012,,,,,W.Washington State,USA,2009-2011,,"salmon, King",salmon,King slamon,Oncorhynchus kisutch,Coho salmon,salmon,2,retail (grocery/restaurant),,n=2,P+EC,,NE,,2012,,,yes,,,,yes,,,,,,,,,,,
20,Cline 2012,,,,,W.Washington State,USA,2009-2011,,"salmon, Pink",salmon,pink salmon,Oncorhynchus nerka,sockeye salmon,salmon,2,retail (grocery/restaurant),,n=2,P+EC,,LC,,2012,,,yes,,,,,,,,,,,,,,,
